Type,Invoice Date,Invoice No,Due Date,Customer,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Tax Exclusive Amount,Total Invoice Amount,Status,Balance Due
Invoice,2023-11-30T00:00:00,JTW100069,2023-12-07T00:00:00,Cardinia Shire Council,TaxInclusive,CLAB1,1.0,90.0,GST,0.0,,,,90.0,90.0,1136.14,Closed,
Invoice,2023-11-30T00:00:00,JTW100069,2023-12-07T00:00:00,Cardinia Shire Council,TaxInclusive,COPLEG65IM,1.0,38.35,GST,0.0,,,,38.35,38.35,1136.14,Closed,
Invoice,2023-11-30T00:00:00,JTW100069,2023-12-07T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-EB750Z00IMBB65,1.0,736.5,GST,0.0,,,,736.5,736.5,1136.14,Closed,
Invoice,2023-11-30T00:00:00,JTW100069,2023-12-07T00:00:00,Cardinia Shire Council,TaxInclusive,SG-ML60,1.0,78.0,GST,0.0,,,,78.0,78.0,1136.14,Closed,
Invoice,2023-12-01T00:00:00,JTW100070,2023-12-08T00:00:00,MBE POINT COOK,TaxInclusive,P2GSM,1.0,45.1,GST,0.0,,,,45.1,45.1,45.1,Closed,
Invoice,2023-12-01T00:00:00,JTW100071,2023-12-08T00:00:00,New Plumbing Solutions ,TaxInclusive,P2GSMDOM,2.0,43.64,GST,0.0,,,,87.28,87.28,96.01,Closed,
Invoice,2023-12-01T00:00:00,JTW100072,2023-12-08T00:00:00,Ausgroup Alliance,TaxInclusive,P2GSMDOM,1.0,45.0,GST,0.0,,,,45.0,45.0,49.5,Closed,
Invoice,2023-12-01T00:00:00,JTW100073,2023-12-08T00:00:00,DINEAMIC,TaxInclusive,P2GSM,1.0,41.5,GST,0.0,,,,41.5,41.5,45.65,Closed,
Invoice,2023-12-01T00:00:00,JTW100074,2023-12-09T00:00:00,Marcel Harvey,TaxInclusive,P2GSM,1.0,34.2,GST,0.0,,,,34.2,34.2,37.62,Closed,
Invoice,2023-12-01T00:00:00,JTW100075,2023-12-08T00:00:00,Locksmith Services ,TaxInclusive,P2GSMDOM,1.0,45.45,GST,0.0,,,,45.45,45.45,50.0,Closed,
Invoice,2023-12-01T00:00:00,JTW100076,2023-12-08T00:00:00,Des Jackson ,TaxInclusive,P2GSM,12.0,36.0,GST,0.0,,,,432.0,432.0,475.2,Closed,
Invoice,2023-12-01T00:00:00,JTW100077,2023-12-17T00:00:00,Amit ,TaxInclusive,JTWSKY,3.0,11.0,GST,0.0,,,,33.0,33.0,33.0,Closed,
Invoice,2023-12-01T00:00:00,JTW100078,2023-12-24T00:00:00,Texco Contracting Pty Ltd ,TaxInclusive,JTWSKY,3.0,11.0,GST,0.0,,,,33.0,33.0,33.0,Closed,
Invoice,2023-12-01T00:00:00,JTW100079,2023-12-16T00:00:00,Wuzhong Albert Pty Ltd,TaxInclusive,P2GSMDOM,1.0,46.0,GST,0.0,,,,46.0,46.0,50.6,Closed,
Invoice,2023-12-01T00:00:00,JTW100080,2023-12-16T00:00:00,Ultra Fine Foods Victoria Office,TaxInclusive,P2GSMDOM,1.0,48.0,GST,0.0,,,,48.0,48.0,48.0,Closed,
Invoice,2023-12-04T00:00:00,JTW100083,2023-12-11T00:00:00,Mater Christi College,TaxInclusive,ONS1,1.0,650.0,GST,0.0,,,,650.0,650.0,715.0,Closed,
Invoice,2023-12-04T00:00:00,JTW100084,2023-12-11T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,704.0,Closed,
Invoice,2023-12-04T00:00:00,JTW100084,2023-12-11T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,704.0,Closed,
Invoice,2023-12-04T00:00:00,JTW100085,2023-12-11T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,352.0,Closed,
Invoice,2023-12-05T00:00:00,JTW100086,2023-12-12T00:00:00,Georgina Martina Inc.,TaxInclusive,AFONS,1.0,125.0,GST,0.0,,,,125.0,125.0,355.3,Closed,
Invoice,2023-12-05T00:00:00,JTW100086,2023-12-12T00:00:00,Georgina Martina Inc.,TaxInclusive,LAB1,1.0,110.0,GST,0.0,,,,110.0,110.0,355.3,Closed,
Invoice,2023-12-05T00:00:00,JTW100086,2023-12-12T00:00:00,Georgina Martina Inc.,TaxInclusive,NECPLBGN,1.0,88.0,GST,0.0,,,,88.0,88.0,355.3,Closed,
Invoice,2023-12-07T00:00:00,JTW100087,2023-12-14T00:00:00,Excel Strata Managers Pty Ltd,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,165.0,Closed,
Invoice,2023-12-07T00:00:00,JTW100087,2023-12-14T00:00:00,Excel Strata Managers Pty Ltd,TaxInclusive,LAB1,0.5,100.0,GST,0.0,,,,50.0,50.0,165.0,Closed,
Invoice,2023-12-07T00:00:00,JTW100088,2023-12-14T00:00:00,Mentone Grammar,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,1248.08,Closed,
Invoice,2023-12-07T00:00:00,JTW100088,2023-12-14T00:00:00,Mentone Grammar,TaxInclusive,EB750Z00IMB56,1.0,934.62,GST,0.0,,,,934.62,934.62,1248.08,Closed,
Invoice,2023-12-07T00:00:00,JTW100088,2023-12-14T00:00:00,Mentone Grammar,TaxInclusive,LAB1,1.0,100.0,GST,0.0,,,,100.0,100.0,1248.08,Closed,
Invoice,2023-12-11T00:00:00,JTW100089,2023-12-18T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,110.0,GST,0.0,,,,110.0,110.0,385.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100089,2023-12-18T00:00:00,Minaret College,TaxInclusive,LAB1,2.5,110.0,GST,0.0,,,,275.0,275.0,385.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100091,2023-12-18T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - RCUT 5202,8.0,23.65,GST,0.0,,,,189.2,189.2,189.2,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,CU42E0GAUS,1.0,1682.32,GST,0.0,,,,1682.32,1682.32,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,WRDB0M4B,6.0,605.143333,GST,0.0,,,,3630.86,3630.86,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,CU4200GAUS,2.0,841.215,GST,0.0,,,,1682.43,1682.43,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,CUINSTALL,3.0,525.8,GST,0.0,,,,1577.4,1577.4,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,FITTINGS,1.0,825.0,GST,0.0,,,,825.0,825.0,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,LAB1,3.0,110.0,GST,0.0,,,,330.0,330.0,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,INSTALL,1.0,2365.0,GST,0.0,,,,2365.0,2365.0,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,MISC,-1.0,165.0,GST,0.0,,,,-165.0,-165.0,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100093,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,VARIATION,1.0,577.5,GST,0.0,,,,577.5,577.5,12505.51,Closed,
Invoice,2023-12-11T00:00:00,JTW100094,2023-12-18T00:00:00,Constructive Group Pty Ltd,TaxInclusive,ONS1,1.0,8897.8,GST,0.0,,,,8897.8,8897.8,9787.58,Closed,
Invoice,2023-12-11T00:00:00,JTW100096,2023-12-18T00:00:00,2 Construct ,TaxInclusive,JTWFLYSENSE,32.0,1363.63625,GST,0.0,,,,43636.36,43636.36,48000.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100097,2023-12-18T00:00:00,Mentone Grammar,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,363.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100097,2023-12-18T00:00:00,Mentone Grammar,TaxInclusive,LAB1,1.5,100.0,GST,0.0,,,,150.0,150.0,363.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100097,2023-12-18T00:00:00,Mentone Grammar,TaxInclusive,JTWTRAVEL,1.0,80.0,GST,0.0,,,,80.0,80.0,363.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100098,2023-12-18T00:00:00,Cardinia Shire Council,TaxInclusive,CONS,1.0,90.0,GST,0.0,,,,90.0,90.0,198.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100098,2023-12-18T00:00:00,Cardinia Shire Council,TaxInclusive,CLAB1,1.0,90.0,GST,0.0,,,,90.0,90.0,198.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100099,2023-12-18T00:00:00,CR Electrical Services,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,231.0,Closed,
Invoice,2023-12-11T00:00:00,JTW100099,2023-12-18T00:00:00,CR Electrical Services,TaxInclusive,LAB1,1.0,110.0,GST,0.0,,,,110.0,110.0,231.0,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,WRDB0M4B,5.0,550.13,GST,0.0,,,,2750.65,2750.65,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,NEML280M,5.0,222.0,GST,0.0,,,,1110.0,1110.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,NEMLB3B,5.0,110.0,GST,0.0,,,,550.0,550.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,EXIT1,5.0,45.0,GST,0.0,,,,225.0,225.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,STIRPGS11,5.0,44.0,GST,0.0,,,,220.0,220.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,CU4200GAUS,3.0,764.73,GST,0.0,,,,2294.19,2294.19,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,LAB1,25.0,100.0,GST,0.0,,,,2500.0,2500.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,CS9001,1.0,199.0,GST,0.0,,,,199.0,199.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100102,2023-12-20T00:00:00,Luther College,TaxInclusive,CSD-1200,1.0,22.0,GST,0.0,,,,22.0,22.0,10857.92,Closed,
Invoice,2023-12-13T00:00:00,JTW100103,2023-12-20T00:00:00,Log Cabin Park Accommodation,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,1217.7,Closed,
Invoice,2023-12-13T00:00:00,JTW100103,2023-12-20T00:00:00,Log Cabin Park Accommodation,TaxInclusive,INSTALL,1.0,350.0,GST,0.0,,,,350.0,350.0,1217.7,Closed,
Invoice,2023-12-13T00:00:00,JTW100103,2023-12-20T00:00:00,Log Cabin Park Accommodation,TaxInclusive,CSEVO2,1.0,532.0,GST,0.0,,,,532.0,532.0,1217.7,Closed,
Invoice,2023-12-13T00:00:00,JTW100103,2023-12-20T00:00:00,Log Cabin Park Accommodation,TaxInclusive,CS4763A,1.0,125.0,GST,0.0,,,,125.0,125.0,1217.7,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD- MINI,3.0,524.5,GST,0.0,,,,1573.5,1573.5,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-CU42E0XXX,1.0,1147.06,GST,0.0,,,,1147.06,1147.06,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-CU4200,3.0,573.55,GST,0.0,,,,1720.65,1720.65,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-EB750Z00IMBB65,23.0,736.5,GST,0.0,,,,16939.5,16939.5,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,Card - AM660Z00IMB,3.0,890.0,GST,0.0,,,,2670.0,2670.0,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,SP220475-6,1.0,165.0,GST,0.0,,,,165.0,165.0,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-WRMBOM4B,7.0,412.6,GST,0.0,,,,2888.2,2888.2,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - EB7P0Z00IMBB6,1.0,736.5,GST,0.0,,,,736.5,736.5,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100106,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,MISC,1.0,195.0,GST,0.0,,,,195.0,195.0,30838.95,Closed,
Invoice,2023-12-14T00:00:00,JTW100108,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CONS,1.0,90.0,GST,0.0,,,,90.0,90.0,716.1,Closed,
Invoice,2023-12-14T00:00:00,JTW100108,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CLAB1,3.5,90.0,GST,0.0,,,,315.0,315.0,716.1,Closed,
Invoice,2023-12-14T00:00:00,JTW100108,2023-12-21T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - SWBLA5590QAKSC,2.0,123.0,GST,0.0,,,,246.0,246.0,716.1,Closed,
Invoice,2023-12-19T00:00:00,JTW100109,2023-12-26T00:00:00,Geoff  Sammons,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,427.9,Closed,
Invoice,2023-12-19T00:00:00,JTW100109,2023-12-26T00:00:00,Geoff  Sammons,TaxInclusive,LAB1,2.0,100.0,GST,0.0,,,,200.0,200.0,427.9,Closed,
Invoice,2023-12-19T00:00:00,JTW100109,2023-12-26T00:00:00,Geoff  Sammons,TaxInclusive,CSD-1200,1.0,29.0,GST,0.0,,,,29.0,29.0,427.9,Closed,
Invoice,2023-12-19T00:00:00,JTW100109,2023-12-26T00:00:00,Geoff  Sammons,TaxInclusive,AAA ,24.0,2.5,GST,0.0,,,,60.0,60.0,427.9,Closed,
Invoice,2023-12-19T00:00:00,JTW100110,2023-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,1370.0,GST,0.0,,,,1370.0,1370.0,1507.0,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,EB750Z00IMBB6,39.0,722.73,GST,0.0,,,,28186.47,28186.47,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,ESCINSTALL ,58.0,80.0,GST,0.0,,,,4640.0,4640.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,PSPACEOPT0033,58.0,89.09,GST,0.0,,,,5167.22,5167.22,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,GATEWAYW3CAUS,5.0,399.45,GST,0.0,,,,1997.25,1997.25,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,RFNODE3,13.0,129.0,GST,0.0,,,,1677.0,1677.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,CU42E0GAUS,1.0,1221.0,GST,0.0,,,,1221.0,1221.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,WRDB0M4B,1.0,439.0,GST,0.0,,,,439.0,439.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,INSTALL,1.0,2272.73,GST,0.0,,,,2272.73,2272.73,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,NEPSDC1A01B,1.0,136.0,GST,0.0,,,,136.0,136.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive, IK-996005M32ZPSB,1.0,1292.0,GST,0.0,,,,1292.0,1292.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,IR-996400,3.0,487.0,GST,0.0,,,,1461.0,1461.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,PDX-DG467,22.0,55.0,GST,0.0,,,,1210.0,1210.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive, PDX-DG75,9.0,69.0,GST,0.0,,,,621.0,621.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,PDX-SB469,9.0,9.4,GST,0.0,,,,84.6,84.6,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,INSTALL,1.0,900.0,GST,0.0,,,,900.0,900.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,FITTINGS,1.0,1272.73,GST,0.0,,,,1272.73,1272.73,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,CSD-1200,1.0,22.0,GST,0.0,,,,22.0,22.0,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,MISC,1.0,3820.86,GST,0.0,,,,3820.86,3820.86,62982.55,Closed,
Invoice,2023-12-29T00:00:00,JTW99779,2024-01-05T00:00:00,Newpol Construction,TaxInclusive,MISC,1.0,836.0,GST,0.0,,,,836.0,836.0,62982.55,Closed,
Invoice,2024-01-01T00:00:00,JTW100111,2024-01-08T00:00:00,MBE POINT COOK,TaxInclusive,P2GSM,1.0,45.1,GST,0.0,,,,45.1,45.1,45.1,Closed,
Invoice,2024-01-01T00:00:00,JTW100112,2024-01-08T00:00:00,New Plumbing Solutions ,TaxInclusive,P2GSMDOM,2.0,43.64,GST,0.0,,,,87.28,87.28,96.01,Closed,
Invoice,2024-01-01T00:00:00,JTW100113,2024-01-08T00:00:00,Ausgroup Alliance,TaxInclusive,P2GSMDOM,1.0,45.0,GST,0.0,,,,45.0,45.0,49.5,Closed,
Invoice,2024-01-01T00:00:00,JTW100114,2024-01-08T00:00:00,DINEAMIC,TaxInclusive,P2GSM,1.0,41.5,GST,0.0,,,,41.5,41.5,45.65,Closed,
Invoice,2024-01-01T00:00:00,JTW100115,2024-01-09T00:00:00,Marcel Harvey,TaxInclusive,P2GSM,1.0,34.2,GST,0.0,,,,34.2,34.2,37.62,Closed,
Invoice,2024-01-01T00:00:00,JTW100116,2024-01-08T00:00:00,Locksmith Services ,TaxInclusive,P2GSMDOM,1.0,45.45,GST,0.0,,,,45.45,45.45,50.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100117,2024-01-16T00:00:00,Wuzhong Albert Pty Ltd,TaxInclusive,P2GSMDOM,1.0,46.0,GST,0.0,,,,46.0,46.0,50.6,Closed,
Invoice,2024-01-01T00:00:00,JTW100118,2024-01-16T00:00:00,Ultra Fine Foods Victoria Office,TaxInclusive,P2GSMDOM,1.0,48.0,GST,0.0,,,,48.0,48.0,48.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100120,2024-01-31T00:00:00,Mater Christi College,TaxInclusive,P2GSM,3.0,45.1,GST,0.0,,,,135.3,135.3,148.83,Closed,
Invoice,2024-01-01T00:00:00,JTW100121,2024-01-08T00:00:00,VICSES Narre Warren Unit,TaxInclusive,JTWSKY,3.0,11.0,GST,0.0,,,,33.0,33.0,33.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100122,2024-01-08T00:00:00,St Margarets Berwick ,TaxInclusive,P2GSM,3.0,48.0,GST,0.0,,,,144.0,144.0,158.4,Closed,
Invoice,2024-01-01T00:00:00,JTW100123,2024-01-08T00:00:00,GENWEST ,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,1496.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100123,2024-01-08T00:00:00,GENWEST ,TaxInclusive,WDPURPRO10TB,2.0,580.0,GST,0.0,,,,1160.0,1160.0,1496.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100123,2024-01-08T00:00:00,GENWEST ,TaxInclusive,LAB1,1.0,100.0,GST,0.0,,,,100.0,100.0,1496.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100124,2024-01-08T00:00:00,Mater Christi College,TaxInclusive,ONS1,1.0,88.0,GST,0.0,,,,88.0,88.0,96.8,Closed,
Invoice,2024-01-01T00:00:00,JTW100125,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,352.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100126,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,704.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100126,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0.0,,,,320.0,320.0,704.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100127,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CONS,1.0,90.0,GST,0.0,,,,90.0,90.0,393.8,Closed,
Invoice,2024-01-01T00:00:00,JTW100127,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CLAB1,2.0,90.0,GST,0.0,,,,180.0,180.0,393.8,Closed,
Invoice,2024-01-01T00:00:00,JTW100127,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,MINI60MM,1.0,88.0,GST,0.0,,,,88.0,88.0,393.8,Closed,
Invoice,2024-01-01T00:00:00,JTW100129,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CONS,1.0,90.0,GST,0.0,,,,90.0,90.0,330.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100129,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,DH-PFM350-360,1.0,210.0,GST,0.0,,,,210.0,210.0,330.0,Closed,
Invoice,2024-01-01T00:00:00,JTW100132,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CONS,1.0,90.0,GST,0.0,,,,90.0,90.0,1107.15,Closed,
Invoice,2024-01-01T00:00:00,JTW100132,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CLAB1,2.0,90.0,GST,0.0,,,,180.0,180.0,1107.15,Closed,
Invoice,2024-01-01T00:00:00,JTW100132,2024-01-08T00:00:00,Cardinia Shire Council,TaxInclusive,CARD-EB750Z00IMBB65,1.0,736.5,GST,0.0,,,,736.5,736.5,1107.15,Closed,
Invoice,2024-01-07T00:00:00,JTW100133,2024-01-14T00:00:00,Luther College,TaxInclusive,ONS1,1.0,99.0,GST,0.0,,,,99.0,99.0,2838.44,Closed,
Invoice,2024-01-07T00:00:00,JTW100133,2024-01-14T00:00:00,Luther College,TaxInclusive,PDX-DG65,46.0,36.3,GST,0.0,,,,1669.8,1669.8,2838.44,Closed,
Invoice,2024-01-07T00:00:00,JTW100133,2024-01-14T00:00:00,Luther College,TaxInclusive,PDX-SB469,46.0,10.34,GST,0.0,,,,475.64,475.64,2838.44,Closed,
Invoice,2024-01-07T00:00:00,JTW100133,2024-01-14T00:00:00,Luther College,TaxInclusive,LAB1,6.0,99.0,GST,0.0,,,,594.0,594.0,2838.44,Closed,
Invoice,2024-01-07T00:00:00,JTW100134,2024-01-14T00:00:00,Palliative Care South East Ltd.,TaxInclusive,PCM01KB50,1.0,241.07,GST,0.0,,,,241.07,241.07,241.07,Closed,
Invoice,2024-01-09T00:00:00,JTW100139,2024-01-16T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,1826.0,Closed,
Invoice,2024-01-09T00:00:00,JTW100139,2024-01-16T00:00:00,Minaret College,TaxInclusive,ESCINSTALL ,13.0,120.0,GST,0.0,,,,1560.0,1560.0,1826.0,Closed,
Invoice,2024-01-09T00:00:00,JTW100142,2024-01-16T00:00:00,Mentone Grammar,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,220.0,Closed,
Invoice,2024-01-09T00:00:00,JTW100142,2024-01-16T00:00:00,Mentone Grammar,TaxInclusive,LAB1,1.0,100.0,GST,0.0,,,,100.0,100.0,220.0,Closed,
Invoice,2024-01-09T00:00:00,JTW100143,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,2579.5,Closed,
Invoice,2024-01-09T00:00:00,JTW100143,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,HK-INT-GEN2-KIT8,1.0,725.0,GST,0.0,,,,725.0,725.0,2579.5,Closed,
Invoice,2024-01-09T00:00:00,JTW100143,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,UB-LOCOM2,2.0,135.0,GST,0.0,,,,270.0,270.0,2579.5,Closed,
Invoice,2024-01-09T00:00:00,JTW100143,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,INSTALL,1.0,1250.0,GST,0.0,,,,1250.0,1250.0,2579.5,Closed,
Invoice,2024-01-09T00:00:00,JTW100144,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,ONS1,1.0,100.0,GST,0.0,,,,100.0,100.0,1614.36,Closed,
Invoice,2024-01-09T00:00:00,JTW100144,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,EM450Z00IMBB6,1.0,909.65,GST,0.0,,,,909.65,909.65,1614.36,Closed,
Invoice,2024-01-09T00:00:00,JTW100144,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,RFNODE3,1.0,155.0,GST,0.0,,,,155.0,155.0,1614.36,Closed,
Invoice,2024-01-09T00:00:00,JTW100144,2024-01-16T00:00:00,Mater Christi College,TaxInclusive,ESCINSTALL ,1.0,88.0,GST,0.0,,,,88.0,88.0,1614.36,Closed,
