Type,Invoice Date,Invoice No,Due Date,Customer,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Tax Exclusive Amount,Total Invoice Amount,Status
Invoice,2024-11-25T00:00:00,JTW101213,2024-12-02T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMBB65,1.0,985.0,GST,0,,,,985.0,985.0,1303.5,Closed
Invoice,2024-11-25T00:00:00,JTW101213,2024-12-02T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,1303.5,Closed
Invoice,2024-12-02T00:00:00,JTW101258,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1039.58,Closed
Invoice,2024-12-02T00:00:00,JTW101258,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,1039.58,Closed
Invoice,2024-12-02T00:00:00,JTW101258,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,UM150ZRIMB56,1.0,745.07,GST,0,,,,745.07,745.07,1039.58,Closed
Invoice,2024-12-02T00:00:00,JTW101259,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-02T00:00:00,JTW101259,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-02T00:00:00,JTW101261,2024-12-09T00:00:00,24/7 Pro Locksmiths Pty Ltd,TaxInclusive,NMP3P48825CPB1,2.0,809.85,GST,0,,,,1101.4,1101.4,1211.54,Closed
Invoice,2024-12-02T00:00:00,JTW101254,2024-12-09T00:00:00,Texco Contracting Pty Ltd ,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,640.75,Closed
Invoice,2024-12-02T00:00:00,JTW101254,2024-12-09T00:00:00,Texco Contracting Pty Ltd ,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,640.75,Closed
Invoice,2024-12-02T00:00:00,JTW101254,2024-12-09T00:00:00,Texco Contracting Pty Ltd ,TaxInclusive,FSH-FES20M.,1.0,382.5,GST,0,,,,382.5,382.5,640.75,Closed
Invoice,2024-12-02T00:00:00,JTW101255,2024-12-09T00:00:00,Mater Christi College,TaxInclusive,PCM01KB50,1.0,219.15,GST,0,,,,219.15,219.15,254.82,Closed
Invoice,2024-12-02T00:00:00,JTW101255,2024-12-09T00:00:00,Mater Christi College,TaxInclusive,POST,1.0,12.5,GST,0,,,,12.5,12.5,254.82,Closed
Invoice,2024-12-02T00:00:00,JTW101256,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,90.0,GST,0,,,,360.0,360.0,396.0,Closed
Invoice,2024-12-02T00:00:00,JTW101257,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0,,,,320.0,320.0,704.0,Closed
Invoice,2024-12-02T00:00:00,JTW101257,2024-12-09T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0,,,,320.0,320.0,704.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,2024-12-12T00:00:00,Lyndale Secondary College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,2024-12-12T00:00:00,Lyndale Secondary College,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,2024-12-12T00:00:00,Lyndale Secondary College,TaxInclusive,CS8201,2.0,125.0,GST,0,,,,250.0,250.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,2024-12-12T00:00:00,Lyndale Secondary College,TaxInclusive,CS8304,6.0,35.0,GST,0,,,,210.0,210.0,726.0,Closed
Invoice,2024-12-06T00:00:00,JTW101267,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101267,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101267,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,UM150ZRIMB56,1.0,745.07,GST,0,,,,745.07,745.07,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101268,2024-12-13T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101268,2024-12-13T00:00:00,Minaret College,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101268,2024-12-13T00:00:00,Minaret College,TaxInclusive,MINI60MM,1.0,65.0,GST,0,,,,65.0,65.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101269,2024-12-13T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101269,2024-12-13T00:00:00,Minaret College,TaxInclusive,UM150ZRIMBB6,2.0,725.25,GST,0,,,,1450.5,1450.5,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101269,2024-12-13T00:00:00,Minaret College,TaxInclusive,LAB1,2.5,100.0,GST,0,,,,250.0,250.0,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101270,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,AJAXTOUCH,1.0,598.0,GST,0,,,,598.0,598.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,AJAX#80001,1.0,984.2,GST,0,,,,984.2,984.2,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,AJAX#30671,1.0,239.0,GST,0,,,,239.0,239.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,4.0,100.0,GST,0,,,,400.0,400.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101272,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101272,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,2.0,1016.47,GST,0,,,,2032.94,2032.94,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101272,2024-12-13T00:00:00,Cardinia Shire Council,TaxInclusive,3572SC,2.0,115.0,GST,0,,,,230.0,230.0,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101274,2024-12-13T00:00:00,Camberwell South Primary School,TaxInclusive,CFAD207BEST10,3.0,111.0,GST,0,,,,333.0,333.0,366.3,Closed
Invoice,2024-12-09T00:00:00,JTW101275,2024-12-16T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-09T00:00:00,JTW101275,2024-12-16T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-10T00:00:00,JTW101279,2024-12-17T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101279,2024-12-17T00:00:00,Cardinia Shire Council,TaxInclusive,HDD-3TB-DVR,1.0,286.0,GST,0,,,,286.0,286.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101279,2024-12-17T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,2.0,100.0,GST,0,,,,200.0,200.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101280,2024-12-17T00:00:00,Mentone Grammar,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,165.0,Closed
Invoice,2024-12-10T00:00:00,JTW101280,2024-12-17T00:00:00,Mentone Grammar,TaxInclusive,LAB1,0.5,100.0,GST,0,,,,50.0,50.0,165.0,Closed
Invoice,2024-12-11T00:00:00,JTW101281,2024-12-18T00:00:00,Grove ,TaxInclusive,RCYl570,2.0,145.0,GST,0,,,,290.0,290.0,332.75,Closed
Invoice,2024-12-11T00:00:00,JTW101281,2024-12-18T00:00:00,Grove ,TaxInclusive,POST,1.0,12.5,GST,0,,,,12.5,12.5,332.75,Closed
Invoice,2024-12-13T00:00:00,JTW101285,2024-12-20T00:00:00,Newpol Construction,TaxInclusive,ONS1,1.0,110.0,GST,0,,,,110.0,110.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,2024-12-20T00:00:00,Newpol Construction,TaxInclusive,INSTALL,1.0,1760.0,GST,0,,,,1760.0,1760.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,2024-12-20T00:00:00,Newpol Construction,TaxInclusive,FITTINGS,1.0,275.0,GST,0,,,,275.0,275.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,2024-12-20T00:00:00,Newpol Construction,TaxInclusive,DISC,-1.0,113.63,GST,0,,,,-113.63,-113.63,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101286,2024-12-20T00:00:00,Nossal High School,TaxInclusive,CFAD207BEST10,1.0,125.0,GST,0,,,,125.0,125.0,137.5,Closed
Invoice,2024-12-19T00:00:00,JTW101297,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - SWBLA5590QAKSC,1.0,145.0,GST,0,,,,165.0,165.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - RCUT 5202,3.0,29.5,GST,0,,,,88.5,88.5,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive, DK4306SSS,1.0,35.0,GST,0,,,,35.0,35.0,537.35,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,UM350ZRIMB38,7.0,786.25,GST,0,,,,5503.75,5503.75,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMBB65,14.0,1017.74,GST,0,,,,14248.36,14248.36,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,CL100B5002SC,3.0,264.0,GST,0,,,,792.0,792.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - SWBL83/45QAKSC,2.0,168.0,GST,0,,,,336.0,336.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ESCINSTALL ,21.0,60.0,GST,0,,,,1260.0,1260.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,COPLEG65IM,19.0,38.35,GST,0,,,,728.65,728.65,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,UM150ZRIMB56,3.0,745.07,GST,0,,,,2235.21,2235.21,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,3.0,1016.47,GST,0,,,,3049.41,3049.41,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,MINI60MM,6.0,68.0,GST,0,,,,408.0,408.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,COPLE055IMCD,5.0,69.83,GST,0,,,,349.15,349.15,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ESCINSTALL ,5.0,70.0,GST,0,,,,350.0,350.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,UM150ZRIMB56,5.0,745.07,GST,0,,,,3725.35,3725.35,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,2.0,1016.47,GST,0,,,,2032.94,2032.94,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,MINI60MM,7.0,68.0,GST,0,,,,476.0,476.0,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,COPLE055IMCD,7.0,69.83,GST,0,,,,488.81,488.81,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,2024-12-31T00:00:00,Cardinia Shire Council,TaxInclusive,ESCINSTALL ,7.0,70.0,GST,0,,,,490.0,490.0,8044.41,Closed
Invoice,2025-01-01T00:00:00,JTW101305,2025-01-08T00:00:00,MBE POINT COOK,TaxInclusive,P2GSM,1.0,45.1,GST,0,,,,45.1,45.1,45.1,Closed
Invoice,2025-01-01T00:00:00,JTW101306,2025-01-08T00:00:00,New Plumbing Solutions ,TaxInclusive,P2GSMDOM,2.0,43.64,GST,0,,,,87.28,87.28,96.01,Closed
Invoice,2025-01-01T00:00:00,JTW101307,2025-01-08T00:00:00,Ausgroup Alliance,TaxInclusive,P2GSMDOM,1.0,45.0,GST,0,,,,45.0,45.0,49.5,Closed
Invoice,2025-01-01T00:00:00,JTW101308,2025-01-08T00:00:00,DINEAMIC,TaxInclusive,P2GSM,1.0,41.5,GST,0,,,,41.5,41.5,45.65,Closed
Invoice,2025-01-01T00:00:00,JTW101309,2025-01-09T00:00:00,Marcel Harvey,TaxInclusive,P2GSM,1.0,34.2,GST,0,,,,34.2,34.2,37.62,Closed
Invoice,2025-01-01T00:00:00,JTW101310,2025-01-08T00:00:00,Locksmith Services ,TaxInclusive,P2GSMDOM,1.0,50.0,GST,0,,,,50.0,50.0,55.0,Closed
Invoice,2025-01-01T00:00:00,JTW101311,2025-01-16T00:00:00,Ultra Fine Foods Victoria Office,TaxInclusive,P2GSMDOM,1.0,48.0,GST,0,,,,48.0,48.0,48.0,Closed
Invoice,2025-01-01T00:00:00,JTW101312,2025-01-31T00:00:00,Mater Christi College,TaxInclusive,P2GSM,3.0,45.1,GST,0,,,,135.3,135.3,148.83,Closed
Invoice,2025-01-01T00:00:00,JTW101313,2025-01-08T00:00:00,VICSES Narre Warren Unit,TaxInclusive,JTWSKY,3.0,11.0,GST,0,,,,33.0,33.0,33.0,Closed
Invoice,2025-01-01T00:00:00,JTW101314,2025-01-08T00:00:00,St Margarets Berwick ,TaxInclusive,P2GSM,3.0,48.0,GST,0,,,,144.0,144.0,316.8,Closed
Invoice,2025-01-01T00:00:00,JTW101314,2025-01-08T00:00:00,St Margarets Berwick ,TaxInclusive,P2GSM,3.0,48.0,GST,0,,,,144.0,144.0,316.8,Closed
Invoice,2025-01-06T00:00:00,JTW101316,2025-01-13T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-06T00:00:00,JTW101316,2025-01-13T00:00:00,Cardinia Shire Council,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2025-01-06T00:00:00,JTW101317,2025-01-13T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,90.0,GST,0,,,,360.0,360.0,396.0,Closed
Invoice,2024-12-19T00:00:00,JTW101298,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,UM350ZRIMB38,1.0,786.25,GST,0,,,,786.25,786.25,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,COPLEG65IM,1.0,38.35,GST,0,,,,38.35,38.35,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ESCINSTALL ,1.0,60.0,GST,0,,,,60.0,60.0,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101299,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1429.42,Closed
Invoice,2024-12-19T00:00:00,JTW101299,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,1.0,1016.47,GST,0,,,,1016.47,1016.47,1429.42,Closed
Invoice,2024-12-19T00:00:00,JTW101299,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,SG-SBML30,1.0,183.0,GST,0,,,,183.0,183.0,1429.42,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,EM750Z00IMBB65,17.0,1017.74,GST,0,,,,17301.58,17301.58,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,ESCINSTALL ,17.0,70.0,GST,0,,,,1190.0,1190.0,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,COPLEG65IM,17.0,38.35,GST,0,,,,651.95,651.95,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,PSPACEOPT0033,17.0,166.95,GST,0,,,,2838.15,2838.15,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,RFNODE3,3.0,155.0,GST,0,,,,465.0,465.0,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,MISC,1.0,3879.12,GST,0,,,,3879.12,3879.12,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,2024-12-23T00:00:00,Mentone Grammar,TaxInclusive,MISC,1.0,1343.85,GST,0,,,,1343.85,1343.85,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,EM750Z00IMB565,29.0,1025.47,GST,0,,,,29738.63,29738.63,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,COPLEG65IM,20.0,48.35,GST,0,,,,967.0,967.0,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,EM756Z00IMB56,3.0,1036.9,GST,0,,,,3110.7,3110.7,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,GATEWAYW3CAUS,1.0,500.2,GST,0,,,,500.2,500.2,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,PSPACEOPT0033,2.0,166.95,GST,0,,,,333.9,333.9,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,2024-12-23T00:00:00,Saints College,TaxInclusive,MISC,1.0,145.0,GST,0,,,,145.0,145.0,38274.97,Closed
Invoice,2024-12-17T00:00:00,JTW101291,2024-12-24T00:00:00,Live Volts Electrical ,TaxInclusive,MISC,1.0,1266.28,GST,0,,,,1266.28,1266.28,1266.28,Closed
Invoice,2024-12-19T00:00:00,JTW101300,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1228.12,Closed
Invoice,2024-12-19T00:00:00,JTW101300,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,1.0,1016.47,GST,0,,,,1016.47,1016.47,1228.12,Closed
Invoice,2024-12-19T00:00:00,JTW101301,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1313.92,Closed
Invoice,2024-12-19T00:00:00,JTW101301,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,EM750Z00IMB565,1.0,1016.47,GST,0,,,,1016.47,1016.47,1313.92,Closed
Invoice,2024-12-19T00:00:00,JTW101301,2024-12-26T00:00:00,Cardinia Shire Council,TaxInclusive,3572SC,1.0,78.0,GST,0,,,,78.0,78.0,1313.92,Closed
Invoice,2024-12-16T00:00:00,JTW101287,2024-12-23T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-16T00:00:00,JTW101287,2024-12-23T00:00:00,Minaret College,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,220.0,Closed
Invoice,2024-12-16T00:00:00,JTW101288,2024-12-23T00:00:00,Minaret College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,262.9,Closed
Invoice,2024-12-16T00:00:00,JTW101288,2024-12-23T00:00:00,Minaret College,TaxInclusive,LAB1,1.0,100.0,GST,0,,,,100.0,100.0,262.9,Closed
Invoice,2024-12-16T00:00:00,JTW101288,2024-12-23T00:00:00,Minaret College,TaxInclusive,CSD-1200,1.0,39.0,GST,0,,,,39.0,39.0,262.9,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,3572SC,1.0,115.0,GST,0,,,,115.0,115.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,EM750Z00IMB565,2.0,1016.47,GST,0,,,,2032.94,2032.94,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,COPLEG65IM,2.0,38.35,GST,0,,,,76.7,76.7,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,PSPACEOPT0033,2.0,166.95,GST,0,,,,333.9,333.9,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,LAB1,5.0,100.0,GST,0,,,,500.0,500.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,CCVD2070050,3.0,333.0,GST,0,,,,999.0,999.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,2024-12-24T00:00:00,McClelland College,TaxInclusive,CDC-3-S,2.0,169.0,GST,0,,,,338.0,338.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101293,2024-12-24T00:00:00,24/7 Pro Locksmiths Pty Ltd,TaxInclusive,NMP3P48825CPB1,1.0,809.85,GST,0,,,,550.7,550.7,605.77,Closed
Invoice,2024-12-17T00:00:00,JTW101294,2024-12-24T00:00:00,Lyndale Secondary College,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,165.0,Closed
Invoice,2024-12-17T00:00:00,JTW101294,2024-12-24T00:00:00,Lyndale Secondary College,TaxInclusive,LAB1,0.5,100.0,GST,0,,,,50.0,50.0,165.0,Closed
Invoice,2024-12-19T00:00:00,JTW101295,2024-12-26T00:00:00,Windermere,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101295,2024-12-26T00:00:00,Windermere,TaxInclusive,LAB1,2.0,100.0,GST,0,,,,200.0,200.0,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101295,2024-12-26T00:00:00,Windermere,TaxInclusive,WRDM0E4BV,3.0,1021.85,GST,0,,,,3065.55,3065.55,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,EM750Z00IMBB65,2.0,995.0,GST,0,,,,1990.0,1990.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,BOSBM30SSS,2.0,190.0,GST,0,,,,380.0,380.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,BOSB260SSS,2.0,49.15,GST,0,,,,98.3,98.3,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,LAB1,5.0,100.0,GST,0,,,,500.0,500.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,2024-12-26T00:00:00,Community College Gippsland,TaxInclusive,09351163,1.0,28.0,GST,0,,,,28.0,28.0,3405.93,Closed
Invoice,2025-01-06T00:00:00,JTW101318,2025-01-13T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0,,,,320.0,320.0,704.0,Closed
Invoice,2025-01-06T00:00:00,JTW101318,2025-01-13T00:00:00,Cardinia Shire Council,TaxInclusive,CARD - POLE CAM,4.0,80.0,GST,0,,,,320.0,320.0,704.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,ONS1,1.0,100.0,GST,0,,,,100.0,100.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,LAB1,9.0,100.0,GST,0,,,,900.0,900.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,2025-01-13T00:00:00,Mentone Grammar,TaxInclusive,DS-2CD2555FWD-IS2,1.0,285.0,GST,0,,,,285.0,285.0,1991.0,Closed
