Type,Invoice Date,Invoice No,Due Date,Customer,Source Code,Global Tax calculation,Product/Service,Product/Service Quantity,Product/Service Unit Price,Product/Service Tax Rate,Product/Service Tax Amount,Product/Service Class,Currency Code,Exchange Rate,Amount,Total Invoice Amount,Status
Invoice,2024-12-02T00:00:00,JTW101259,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2024-12-02T00:00:00,JTW101261,,24/7 Pro Locksmiths Pty Ltd,,TaxInclusive,,2.0,809.85,GST,0,,,,1101.4,1211.54,Closed
Invoice,2024-12-05T00:00:00,JTW101263,,Lyndale Secondary College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,,Lyndale Secondary College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,,Lyndale Secondary College,,TaxInclusive,,2.0,125.0,GST,0,,,,250.0,726.0,Closed
Invoice,2024-12-05T00:00:00,JTW101263,,Lyndale Secondary College,,TaxInclusive,,6.0,35.0,GST,0,,,,210.0,726.0,Closed
Invoice,2024-12-06T00:00:00,JTW101267,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101267,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101267,,Cardinia Shire Council,,TaxInclusive,,1.0,745.07,GST,0,,,,745.07,1039.58,Closed
Invoice,2024-12-06T00:00:00,JTW101268,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101268,,Minaret College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101268,,Minaret College,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,1.0,65.0,GST,0,,,,65.0,291.5,Closed
Invoice,2024-12-06T00:00:00,JTW101269,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101269,,Minaret College,,TaxInclusive,,2.0,725.25,GST,0,,,,1450.5,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101269,,Minaret College,,TaxInclusive,1 HOURS LABOUR,2.5,100.0,GST,0,,,,250.0,1980.55,Closed
Invoice,2024-12-06T00:00:00,JTW101270,,Cardinia Shire Council,,TaxInclusive,,1.0,598.0,GST,0,,,,598.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,,Cardinia Shire Council,,TaxInclusive,,1.0,984.2,GST,0,,,,984.2,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,,Cardinia Shire Council,,TaxInclusive,,1.0,239.0,GST,0,,,,239.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101270,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,2443.32,Closed
Invoice,2024-12-06T00:00:00,JTW101272,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101272,,Cardinia Shire Council,,TaxInclusive,,2.0,1016.47,GST,0,,,,2032.94,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101272,,Cardinia Shire Council,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,2.0,115.0,GST,0,,,,230.0,2599.23,Closed
Invoice,2024-12-06T00:00:00,JTW101274,,Camberwell South Primary School,,TaxInclusive,,3.0,111.0,GST,0,,,,333.0,366.3,Closed
Invoice,2024-12-09T00:00:00,JTW101275,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2024-12-09T00:00:00,JTW101275,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2024-12-10T00:00:00,JTW101279,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101279,,Cardinia Shire Council,,TaxInclusive,3TB HDD - Surveillance HDD for,1.0,286.0,GST,0,,,,286.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101279,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,644.6,Closed
Invoice,2024-12-10T00:00:00,JTW101280,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,165.0,Closed
Invoice,2024-12-10T00:00:00,JTW101280,,Mentone Grammar,,TaxInclusive,1 HOURS LABOUR,0.5,100.0,GST,0,,,,50.0,165.0,Closed
Invoice,2024-12-11T00:00:00,JTW101281,,Grove ,,TaxInclusive,RCYL,2.0,145.0,GST,0,,,,290.0,332.75,Closed
Invoice,2024-12-11T00:00:00,JTW101281,,Grove ,,TaxInclusive,POSTAGE,1.0,12.5,GST,0,,,,12.5,332.75,Closed
Invoice,2024-12-13T00:00:00,JTW101285,,Newpol Construction,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,110.0,GST,0,,,,110.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,,Newpol Construction,,TaxInclusive,INSTALLATION ,1.0,1760.0,GST,0,,,,1760.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,,Newpol Construction,,TaxInclusive,CONNECTORS/CABLE/CONDUIT,1.0,275.0,GST,0,,,,275.0,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101285,,Newpol Construction,,TaxInclusive,DISCOUNT ,-1.0,113.63,GST,0,,,,-113.63,2031.37,Closed
Invoice,2024-12-13T00:00:00,JTW101286,,Nossal High School,,TaxInclusive,,1.0,125.0,GST,0,,,,125.0,137.5,Closed
Invoice,2024-12-16T00:00:00,JTW101287,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2024-12-16T00:00:00,JTW101287,,Minaret College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2024-12-16T00:00:00,JTW101288,,Minaret College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,262.9,Closed
Invoice,2024-12-16T00:00:00,JTW101288,,Minaret College,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,262.9,Closed
Invoice,2024-12-16T00:00:00,JTW101288,,Minaret College,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,39.0,GST,0,,,,39.0,262.9,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,,17.0,1017.74,GST,0,,,,17301.58,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,SALTO ESCUTCHEON INSTALL,17.0,70.0,GST,0,,,,1190.0,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,17.0,38.35,GST,0,,,,651.95,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,Bluenet option per door ,17.0,166.95,GST,0,,,,2838.15,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,SALTO WIRELESS RF NODE suit BL,3.0,155.0,GST,0,,,,465.0,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,DESCRIPTION,1.0,3879.12,GST,0,,,,3879.12,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101289,,Mentone Grammar,,TaxInclusive,DESCRIPTION,1.0,1343.85,GST,0,,,,1343.85,30436.62,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,,29.0,1025.47,GST,0,,,,29738.63,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,20.0,48.35,GST,0,,,,967.0,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,,3.0,1036.9,GST,0,,,,3110.7,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,SALTO BLUEnet WIRELESS GATEWAY,1.0,500.2,GST,0,,,,500.2,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,Bluenet option per door ,2.0,166.95,GST,0,,,,333.9,38274.97,Closed
Invoice,2024-12-16T00:00:00,JTW101290,,Saints College,,TaxInclusive,DESCRIPTION,1.0,145.0,GST,0,,,,145.0,38274.97,Closed
Invoice,2024-12-17T00:00:00,JTW101291,,Live Volts Electrical ,,TaxInclusive,DESCRIPTION,1.0,1266.28,GST,0,,,,1266.28,1266.28,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,GST,0,,,,115.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,,2.0,1016.47,GST,0,,,,2032.94,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,2.0,38.35,GST,0,,,,76.7,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,Bluenet option per door ,2.0,166.95,GST,0,,,,333.9,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,1 HOURS LABOUR,5.0,100.0,GST,0,,,,500.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,,3.0,333.0,GST,0,,,,999.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101292,,McClelland College,,TaxInclusive,,2.0,169.0,GST,0,,,,338.0,4945.09,Closed
Invoice,2024-12-17T00:00:00,JTW101293,,24/7 Pro Locksmiths Pty Ltd,,TaxInclusive,,1.0,809.85,GST,0,,,,550.7,605.77,Closed
Invoice,2024-12-17T00:00:00,JTW101294,,Lyndale Secondary College,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,165.0,Closed
Invoice,2024-12-17T00:00:00,JTW101294,,Lyndale Secondary College,,TaxInclusive,1 HOURS LABOUR,0.5,100.0,GST,0,,,,50.0,165.0,Closed
Invoice,2024-12-19T00:00:00,JTW101295,,Windermere,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101295,,Windermere,,TaxInclusive,1 HOURS LABOUR,2.0,100.0,GST,0,,,,200.0,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101295,,Windermere,,TaxInclusive,,3.0,1021.85,GST,0,,,,3065.55,3702.11,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,,2.0,995.0,GST,0,,,,1990.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,KABA LOCK SBM30 SC,2.0,190.0,GST,0,,,,380.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,,2.0,49.15,GST,0,,,,98.3,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,1 HOURS LABOUR,5.0,100.0,GST,0,,,,500.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101296,,Community College Gippsland,,TaxInclusive,BDS Extended strike. Suits 358,1.0,28.0,GST,0,,,,28.0,3405.93,Closed
Invoice,2024-12-19T00:00:00,JTW101297,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,,Cardinia Shire Council,,TaxInclusive,SWBLA5590QAKSC,1.0,145.0,GST,0,,,,165.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,,Cardinia Shire Council,,TaxInclusive,CARD - RCUT BI-LOCK,3.0,29.5,GST,0,,,,88.5,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101297,,Cardinia Shire Council,,TaxInclusive,DORMAKABA ESCUTCHEON 4306SSS,1.0,35.0,GST,0,,,,35.0,537.35,Closed
Invoice,2024-12-19T00:00:00,JTW101298,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,,Cardinia Shire Council,,TaxInclusive,,1.0,786.25,GST,0,,,,786.25,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,,Cardinia Shire Council,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,1.0,38.35,GST,0,,,,38.35,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101298,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,1.0,60.0,GST,0,,,,60.0,1083.06,Closed
Invoice,2024-12-19T00:00:00,JTW101299,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1429.42,Closed
Invoice,2024-12-19T00:00:00,JTW101299,,Cardinia Shire Council,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1429.42,Closed
Invoice,2024-12-19T00:00:00,JTW101299,,Cardinia Shire Council,,TaxInclusive,30mm Backset MORTICE LOCK,1.0,183.0,GST,0,,,,183.0,1429.42,Closed
Invoice,2024-12-19T00:00:00,JTW101300,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1228.12,Closed
Invoice,2024-12-19T00:00:00,JTW101300,,Cardinia Shire Council,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1228.12,Closed
Invoice,2024-12-19T00:00:00,JTW101301,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1313.92,Closed
Invoice,2024-12-19T00:00:00,JTW101301,,Cardinia Shire Council,,TaxInclusive,,1.0,1016.47,GST,0,,,,1016.47,1313.92,Closed
Invoice,2024-12-19T00:00:00,JTW101301,,Cardinia Shire Council,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,78.0,GST,0,,,,78.0,1313.92,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,,7.0,786.25,GST,0,,,,5503.75,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,,14.0,1017.74,GST,0,,,,14248.36,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,CAVLOCK SL/DOOR LOCK CL100 CL1,3.0,264.0,GST,0,,,,792.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,CARD - SWBL83/45QAKSC PADLOCK ,2.0,168.0,GST,0,,,,336.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,21.0,60.0,GST,0,,,,1260.0,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101302,,Cardinia Shire Council,,TaxInclusive,SALTO COVER PLATES SUIT XS4 ON,19.0,38.35,GST,0,,,,728.65,25265.64,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive,,3.0,745.07,GST,0,,,,2235.21,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive,,3.0,1016.47,GST,0,,,,3049.41,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,6.0,68.0,GST,0,,,,408.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive,,5.0,69.83,GST,0,,,,349.15,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101303,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,5.0,70.0,GST,0,,,,350.0,7140.95,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive,,5.0,745.07,GST,0,,,,3725.35,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive,,2.0,1016.47,GST,0,,,,2032.94,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive, D/LATCH 530-12 SC 60MM B/SET,7.0,68.0,GST,0,,,,476.0,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive,,7.0,69.83,GST,0,,,,488.81,8044.41,Closed
Invoice,2024-12-24T00:00:00,JTW101304,,Cardinia Shire Council,,TaxInclusive,SALTO ESCUTCHEON INSTALL,7.0,70.0,GST,0,,,,490.0,8044.41,Closed
Invoice,2025-01-01T00:00:00,JTW101305,,MBE POINT COOK,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.1,GST,0,,,,45.1,45.1,Closed
Invoice,2025-01-01T00:00:00,JTW101306,,New Plumbing Solutions ,,TaxInclusive,GSM ALARM MONITORING ,2.0,43.64,GST,0,,,,87.28,96.01,Closed
Invoice,2025-01-01T00:00:00,JTW101307,,Ausgroup Alliance,,TaxInclusive,GSM ALARM MONITORING ,1.0,45.0,GST,0,,,,45.0,49.5,Closed
Invoice,2025-01-01T00:00:00,JTW101308,,DINEAMIC,,TaxInclusive,GSM ALARM MONITORING ,1.0,41.5,GST,0,,,,41.5,45.65,Closed
Invoice,2025-01-01T00:00:00,JTW101309,,Marcel Harvey,,TaxInclusive,GSM ALARM MONITORING ,1.0,34.2,GST,0,,,,34.2,37.62,Closed
Invoice,2025-01-01T00:00:00,JTW101310,,Locksmith Services ,,TaxInclusive,GSM ALARM MONITORING ,1.0,50.0,GST,0,,,,50.0,55.0,Closed
Invoice,2025-01-01T00:00:00,JTW101311,,Ultra Fine Foods Victoria Office,,TaxInclusive,GSM ALARM MONITORING ,1.0,48.0,GST,0,,,,48.0,48.0,Closed
Invoice,2025-01-01T00:00:00,JTW101312,,Mater Christi College,,TaxInclusive,GSM ALARM MONITORING ,3.0,45.1,GST,0,,,,135.3,148.83,Closed
Invoice,2025-01-01T00:00:00,JTW101313,,VICSES Narre Warren Unit,,TaxInclusive,SKYCOMMAND NOTIFICATIONS ,3.0,11.0,GST,0,,,,33.0,33.0,Closed
Invoice,2025-01-01T00:00:00,JTW101314,,St Margarets Berwick ,,TaxInclusive,GSM ALARM MONITORING ,3.0,48.0,GST,0,,,,144.0,316.8,Closed
Invoice,2025-01-01T00:00:00,JTW101314,,St Margarets Berwick ,,TaxInclusive,GSM ALARM MONITORING ,3.0,48.0,GST,0,,,,144.0,316.8,Closed
Invoice,2025-01-06T00:00:00,JTW101316,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-06T00:00:00,JTW101316,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,220.0,Closed
Invoice,2025-01-06T00:00:00,JTW101317,,Cardinia Shire Council,,TaxInclusive,,4.0,90.0,GST,0,,,,360.0,396.0,Closed
Invoice,2025-01-06T00:00:00,JTW101318,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-01-06T00:00:00,JTW101318,,Cardinia Shire Council,,TaxInclusive,,4.0,80.0,GST,0,,,,320.0,704.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,1 HOURS LABOUR,9.0,100.0,GST,0,,,,900.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,Hikvision 6MP Mini Vandal Dome,1.0,285.0,GST,0,,,,285.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,Milestone XProtect Professiona,1.0,229.0,GST,0,,,,229.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,22.0,GST,0,,,,22.0,1991.0,Closed
Invoice,2025-01-06T00:00:00,JTW101319,,Mentone Grammar,,TaxInclusive,CONNECTORS/CABLE/CONDUIT,1.0,75.0,GST,0,,,,75.0,1991.0,Closed
Invoice,2025-01-08T00:00:00,JTW101320,,Cardinia Shire Council,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,,Cardinia Shire Council,,TaxInclusive,LOCKWOOD PRIMARY LOCK 3572 SC,1.0,115.0,GST,0,,,,115.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,,Cardinia Shire Council,,TaxInclusive,1 HOURS LABOUR,1.0,100.0,GST,0,,,,100.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101320,,Cardinia Shire Council,,TaxInclusive,NEO BATTERY CHANGE AND UPDATE ,1.0,30.0,GST,0,,,,30.0,379.5,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,INSTALLATION ,1.0,600.0,GST,0,,,,600.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,35.0,GST,0,,,,35.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,LOX Electric Strike 12/24VDC R,1.0,220.0,GST,0,,,,220.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,,1.0,605.8,GST,0,,,,605.8,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101321,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,,1.0,570.5,GST,0,,,,570.5,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,INSTALLATION ,1.0,600.0,GST,0,,,,600.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,"CS 5 Amp Power Supply, with AC",1.0,199.0,GST,0,,,,199.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,12V 7.0Ah Sealed Lead Acid Bat,1.0,35.0,GST,0,,,,35.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,LOX Electric Strike 12/24VDC R,1.0,220.0,GST,0,,,,220.0,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,,1.0,605.8,GST,0,,,,605.8,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101322,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,,1.0,570.5,GST,0,,,,570.5,2563.33,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,STANDARD ONSITE CHARGE,1.0,100.0,GST,0,,,,100.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,SALTO XS4 2.0 ETHERNET ONLINE ,1.0,1529.41,GST,0,,,,1529.41,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,SALTO XS4 2.0 WRD BLE DESfire ,1.0,570.0,GST,0,,,,570.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,FSH E/STRIKE FES20 12/24v PTL/,1.0,261.9,GST,0,,,,261.9,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,1 HOURS LABOUR,4.0,100.0,GST,0,,,,400.0,3200.24,Closed
Invoice,2025-01-08T00:00:00,JTW101323,,CHRIST CHURCH GRAMMAR SCHOOL,,TaxInclusive,BDS BLOCKER PLATE 6860M suit M,1.0,48.0,GST,0,,,,48.0,3200.24,Closed
