ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Reference,InvoiceDate,DueDate,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,Discount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,BrandingTheme,LineAmountType,Status
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Repair defect items as per scope and pictures in UHT process,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085604,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085533,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085100,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item  085909,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085313,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085412,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085014,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item  085826,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 085520,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Item 084425,1,245.0,245.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,40NB x 25 Cladding repair UHT process,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1176,,08/02/2024,20/03/2024,3496.0,,Repair missing insulation and cladding as per email request dated 11/10/23 from Libby Berry,1,590.0,590.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1177,,08/02/2024,20/03/2024,3303.38,,Ruakura Inland Port,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1177,,08/02/2024,20/03/2024,3303.38,,Install Thermobreak approximately 750mm on vertical risers from top of blast room ceiling to main horizontal line on sprinkler system to prevent condensation,1,2872.5,2872.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1178,,08/02/2024,20/03/2024,673.9,,Carry out repairs on steamline as per emailed photograph,1,586.0,586.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1185,,16/02/2024,20/03/2024,8243.2,,Te Awamutu Fonterra Plant ,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1185,,16/02/2024,20/03/2024,8243.2,,"Insulate and Clad chilled water pipes as scoped.
Insulation: 50mm Thermobreak closed cell rubber 9705
Cladding: 0.9mm 5005 Aluminium",1,7168.0,7168.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1186,,16/02/2024,20/03/2024,2807.68,,Install Insulation and cladding to pipework for protection for power cable in service shaft at D3 Waitoa,1,2441.46,2441.46,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1186,,16/02/2024,20/03/2024,2807.68,,Vendor number: 3000042758,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1187,,16/02/2024,20/03/2024,3418.95,,Fonterra Lichfield,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1187,,16/02/2024,20/03/2024,3418.95,,Install insulation and cladding for personal protection purposes in Whey Plant at Fonterra Lichfield,1,2973.0,2973.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1190,,16/02/2024,20/03/2024,5888.98,,Insulate electrically traced 40NB and 50NB pipe at Lawter Mount Maunganui as requested,1,5120.85,5120.85,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1195,,31/01/2024,20/02/2024,38067.07,,"Insulate and clad 127mm, 63.5mm and 38.1mm Dairy Tube Glycol line as requested.
Insulation: 40mm Thermobreak 9705 Foil Faced closed cell rubber
Cladding: 0.55mm 304 Stainless Steel",1,33101.8,33101.8,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
JP Marshall Engineering,,,,,,,,,,1196,,22/02/2024,20/03/2024,321.26,,"Supply only Foil Faced Rockwool 80kg/m3
50mm x 1.2m x 5.0m",1,279.36,279.36,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1197,,22/02/2024,20/03/2024,4024.01,,Insulate and Clad 800 x 2200 Tall Hot Water Cylinder and associated pipework,1,3499.14,3499.14,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1197,,22/02/2024,20/03/2024,4024.01,,Cladding: 0.9mm 304 Stainless Steel,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1197,,22/02/2024,20/03/2024,4024.01,,Insulation: 50mm Foil Faced Rockwool 80kg/m3,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Seales Winslow,,,,,,,,,,1199,,27/02/2024,30/03/2024,5428.0,,Seales Winslow Morrinsville,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Seales Winslow,,,,,,,,,,1199,,27/02/2024,30/03/2024,5428.0,,"Provide and install personal protection heat shielding to Line 1 and Line 2 conditioners
Material used: 2mm perforated 8T12 Stainless mesh secured by studs.  Made to be removable",1,4720.0,4720.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,Insulate and clad steam and condensate pipelines from boiler room to outside area as requested,1,41221.35,41221.35,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,"Insulation: 38mm and 50mm Preformed pipe section fibreglass 80kg/m3
Cladding: 0.55mm 304 Stainless Steel",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,Please note live lines take longer and incur an extra cost ,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,Interest,1,824.42,824.42,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,.,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Freeflow Manufacturing - Payment 1st,,,,,,,,,,1200,,27/02/2024,20/03/2024,48352.63,,.,1,-0.01,-0.01,,279,BAS Excluded,-0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1201,,27/02/2024,20/03/2024,2533.78,,"Repair work for Level 5, P2 at Fonterra Te Awamutu",1,2203.29,2203.29,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1201,,27/02/2024,20/03/2024,2533.78,,Crane damage,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1202,,27/02/2024,20/03/2024,4846.13,,Fonterra Te Awamutu,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1202,,27/02/2024,20/03/2024,4846.13,,Repair steam/condensate lines and box up pipework for personal protection P2 Level 6 Fonterra Te Awamutu,1,4214.03,4214.03,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Waitoa,,,,,,,,,,1204,,29/02/2024,20/03/2024,8023.55,,Remedial work for pipework in and around service shaft D3 Waitoa,1,6977.0,6977.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Rendertech Limited,,,,,,,,,,1207,,01/03/2024,20/04/2024,5197.24,,Waitoa Natural Proteins Ltd - Stage 1. Drawing 1848-M-484,1,4519.34,4519.34,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Rendertech Limited,,,,,,,,,,1207,,01/03/2024,20/04/2024,5197.24,,"Insulate and clad evaporator ducting
Insulation: 50mm FEI
Cladding: 0.9mm 5005 Aluminium",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
PFS Engineering Ltd,,,,,,,,,,1208,,29/02/2024,20/03/2024,10350.0,,Insulate and Clad steam pipe on site at WDHB,1,9000.0,9000.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1209,,29/02/2024,20/03/2024,1121.25,,"Insulate feed water tank
Cladding: 0.9mm 304 Stainless Steel
Insulation: 50mm FEI",1,975.0,975.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Lawter (NZ) Ltd,,,,,,,,,,1215,,07/03/2024,20/04/2024,5278.5,,"Fabricate and supply cladding components as per provided quantity and size list.
0.7mm Stucco",1,4590.0,4590.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,"Ruakura Inland Port
Install XL PE closed cell rubber insulation one metre from wall penetrations for mechanical properties as scoped by Daniel Wise",1,3053.0,3053.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,Straight Sections,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,Bends,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,Scissor Lift Hire ,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,Final progress payment,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1216,,07/03/2024,20/04/2024,3581.17,,interest,1,61.06,61.06,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1218,,13/03/2024,20/04/2024,3092.35,,Ruakura Inland Port,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Apollo Projects,,,,,,,,,,1218,,13/03/2024,20/04/2024,3092.35,,Install Thermobreak approximately 750mm from top of blast room ceiling to main horizontal line on sprinkler system to prevent condensation,1,2689.0,2689.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
PFS Engineering Ltd,,,,,,,,,,1219,,13/03/2024,20/04/2024,2817.5,,Waikato District Health Board - Tunnel B,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
PFS Engineering Ltd,,,,,,,,,,1219,,13/03/2024,20/04/2024,2817.5,,"Fabricate and install two removable steam trap insulated boxes.
Fire stop and flash steam pipe penetration in wall with certificate",1,2450.0,2450.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Manukora,,,,,,,,,,1220,,13/03/2024,20/04/2024,2592.85,,Manukora Te Aroha,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Manukora,,,,,,,,,,1220,,13/03/2024,20/04/2024,2592.85,,"Insulate pipe around heat exchanger using 80kg/m3 preformed pipe section fibreglass.
Cladding: 0.55g 304 stainless steel",1,2254.65,2254.65,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1224,,21/03/2024,20/04/2024,1121.25,,"Insulate Feed Water Tank
Cladding: 0.9mm 304 Stainless Steel
Insulation: 50mm FEI",1,975.0,975.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1229,,28/03/2024,20/04/2024,56258.93,,OFI - Insulate and Clad Baghouse and Cyclone at OFI Tokoroa,1,48920.81,48920.81,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1229,,28/03/2024,20/04/2024,56258.93,,50% Progress payment,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1233,,24/03/2024,20/04/2024,8567.73,,OFI Biomass Boiler Tokoroa - Repair work,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1233,,24/03/2024,20/04/2024,8567.73,,"Repair work Baghouse and Cyclone fixing points.  Inclusive of material and fabrication.
Material: 0.55mm Galvanised Sheet 1200 x 1200mm
M10 x 30 Bolts",1,7450.2,7450.2,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1234,,18/04/2024,20/05/2024,11465.5,,Thames Claymark,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1234,,18/04/2024,20/05/2024,11465.5,,Fit blankets between Boiler and Combustion Chamber on Boiler 1 & 2,1,9970.0,9970.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1235,,18/04/2024,20/05/2024,34493.03,,Fonterra Pahiatua,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1235,,18/04/2024,20/05/2024,34493.03,,"Remove existing cladding and insulation from cone section of dryer.  The section to be removed will be the full circumference where the hammers are located at 1200mm high.
Weld on new stainless pins to dryer.  Fit new Rockwool Slab 80kg/m3 insulation and fit new cladding and reuse joint strips.",1,29993.94,29993.94,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1235,,18/04/2024,20/05/2024,34493.03,,"Quote based on 0.9mm 304 Stainless Steel and 75mm thick insulation.
Allowance for this to be done in two separate stages",1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Fonterra Co-operative Group Limited,,,,,,,,,,1235,,18/04/2024,20/05/2024,34493.03,,Revised,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1237,,29/04/2024,20/05/2024,27887.5,,OFI Tokoroa,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1237,,29/04/2024,20/05/2024,27887.5,,"Attach fixing points to Economiser and Boiler.
All material supplied by Vyncke",1,24250.0,24250.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1237,,29/04/2024,20/05/2024,27887.5,,50% Progress Payment,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,OFI Tokoroa,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,"Duct, Baghouse to ID Fan",1,2422.5,2422.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Accommodation,1,431.63,431.63,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,"Duct, Eco to Cyclone",1,5865.0,5865.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Accommodation,1,1045.0,1045.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Eco Hopper,1,2932.5,2932.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Accommodation,1,522.5,522.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Eco Collector,1,3230.0,3230.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Accommodation,1,575.51,575.51,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Eco,1,11475.0,11475.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,Accommodation,1,2044.57,2044.57,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1239,,29/04/2024,20/05/2024,35125.84,,50% progress payment,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Alpha Health Care (NZ) Ltd,,,,,,,,,,1248,,10/05/2024,20/06/2024,4289.5,,Supply and fit silicone food grade reboot style pipetites to pipe through wall penetrations to accommodate thermal expansion and contraction.,1,3730.0,3730.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
EAS Waikato,,,,,,,,,,1249,,10/05/2024,20/06/2024,3496.0,,Fonterra Lichfield,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
EAS Waikato,,,,,,,,,,1249,,10/05/2024,20/06/2024,3496.0,,Firestop penetrations exiting MCC room at Fonterra Lichfield Dry store,1,3040.0,3040.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Consumables,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Ali Truss Rivets - Ref inv00047299 PTA,1,185.0,185.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Ali Truss Rivets - Ref HM712184501 Anzor,1,203.02,203.02,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Fibreglass Tape - Ref 12533 C & I,1,1315.0,1315.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Ali Truss Rivets - Ref HM712180873 Anzor,1,101.51,101.51,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Ali Truss Rivets - Ref HM12190667 Anzor,1,76.9,76.9,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Toggle Latch and Catch - Ref HM71293998 Anzor,1,471.2,471.2,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1253,,21/05/2024,20/06/2024,3461.65,,Fibreglass Tape x 5 - Stock,1,657.5,657.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,OFI Tokoroa,1,0.0,0.0,,,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,Baghouse including Ducting Insulation and Cladding,1,34680.0,34680.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,Baghouse including Ducting Accommodation,1,6179.15,6179.15,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,"Duct, Baghouse to ID Fan",1,2422.5,2422.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,"Duct, Baghouse to ID Fan Accommodation",1,431.63,431.63,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,"Duct, WTB to ECO",1,10625.0,10625.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,"Duct, WTB to ECO Accommodation",1,1893.12,1893.12,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1259,,30/05/2024,20/06/2024,73032.36,,Attach fixing points to Economiser,1,7275.0,7275.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Smart Membrane Solutions Ltd,,,,,,,,,,1260,,30/05/2024,20/06/2024,7864.85,,Lichfield Fonterra,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Smart Membrane Solutions Ltd,,,,,,,,,,1260,,30/05/2024,20/06/2024,7864.85,,Insulate and clad brine lines in 0.9mm Aluminium 5005 101.6 x 40 TBT ,1,6839.0,6839.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
DFI Engineering,,,,,,,,,,1261,,30/05/2024,20/06/2024,1439.8,,Supply only 50m of 50.8 x 40 TBT and 2 rolls of foil tape,1,1252.0,1252.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Dairy Goat Co-operative (NZ) Ltd,,,,,,,,,,1269,,20/06/2024,20/07/2024,15030.5,,"Remove stainless panels and joint strips.  Stack panels in area ready for cleaning.  Remove fibreglass insulation, put insulation into bags and remove from site.
Fit new fixing pins if required and fit new 50mm 80kg m3 Rockwool into voids.
Reinstate stainless panels and strips and seal watershed gaps",1,13070.0,13070.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Advance Boiler Services,,,,,,,,,,1270,,20/06/2024,20/07/2024,57.5,,Supply only Aluminium sheet 1.2m x 1m,1,50.0,50.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Hi-Tech Engineering,,,,,,,,,,1271,,21/06/2024,20/07/2024,1259.25,,"Insulate and Clad 300L Buffer Tank at TPS workshop.
Insulation: 50mm FEI Insulation
Cladding: 0.9mm 5005 Aluminium ",1,1095.0,1095.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Continuous Stainless Ltd,,,,,,,,,,1274,,27/06/2024,20/07/2024,50590.8,,Fonterra Waitoa Pipe Bridge,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Continuous Stainless Ltd,,,,,,,,,,1274,,27/06/2024,20/07/2024,50590.8,,"Insulate and clad heat traced caustic line using 0.9mm 5005 Aluminium and 54ID x 40 XLPE closed cell rubber.
Bunded areas: 055mm 304 Stainless steel will be used in lieu of Aluminium.
Note: Allowing for extra meterage, bends and stainless steel from original quote",1,43992.0,43992.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,OFI Tokoroa,1,0.0,0.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,Baghouse Filter Deashing Screw,1,2932.5,2932.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,Accommodation,1,522.5,522.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,"Duct, ECO to Cyclone",1,5865.0,5865.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,Accommodation,1,1045.0,1045.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,ECO Hopper,1,2932.5,2932.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,Accommodation,1,522.5,522.5,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,ECO Collector,1,3230.0,3230.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,Accommodation,1,575.01,575.01,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
Energy Plant Solutions,,,,,,,,,,1276,,30/06/2024,20/07/2024,69733.36,,ECO,1,11475.0,11475.0,,200,BAS Excluded,0.0,,,,,,,Tax Exclusive,Draft
